Tokens,Label
great music service audio high quality app easy use quick friendly support,positive
ignore previous negative rating app super great stars+,positive
pop good spotify experience android 12 annoying let rid,positive
buggy terrible use recently,negative
dear spotify song playlist shuffle play,negative
player control disappear reason app restart forget play fix issue,neutral
love selection lyric provide song listen,positive
extremely slow change storage external sd card convince purpose spotify know issue solve time change sd card fast read write speeds(all samsung brand add like song appear search playlist,neutral
great app good mp3 music app problem play song find song despite app wonderful recommend good,positive
delete app following reason app fail business model streaming service like consumer want pay music fully 6 ad successively log single song close app ad number 6 patient way profit peak leave decline,negative
love spotify usually app good state control button disappear podcast stop reason fix delete reinstall app world problem sure highly annoying nonetheless especially pay prime,negative
play spotify wifi,negative
amazon premium music family package good listen like respective alexas room ask play problem spotify premium family alexa integration poor like spotify stop play time play different alexa device time ask integration well,negative
bad app say offline show song podcast,negative
hav music like super raise hand,positive
improve ia recommend song find similar song good music app youtube well spotify king,positive
android user load glitch app player bar disappear shuffle button miss sort,negative
listen download playlist offline point feature disappoint,neutral
crash unable play stop work everytime use,negative
know ad cost free use yes s right 3 ad straight like 1 hlaf minute think little volume increase ad,negative
favorite platform listen music like subscribe alot thing,positive
voice sweet hearable,positive
log acc try open log will open logo,neutral
usually love app have problem report random pause stop play restart currently view song podcast currently play pause skip forth fairly unusable stage acceptable pay service,negative
amazing music experience,positive
like like listen commercial well like song want know bring thank spotify,positive
jammin hyuh old school hardcore thrash hear year return youth yes,positive
not listen_NEG download_NEG stuff_NEG offline_NEG,negative
app internet available phone wifi datum work fre add happen time want search song,negative
perfect add light theme,positive
option delete song album option download track album option shuffle music library create playlist like music,neutral
good music app see,positive
wow sudden login work 100 positive correct morning app ask login happen obviously have problem find email account tell change password suspicious behaviour yeah log spotify xbox suspicious thank stress morning need will renew way teach lesson,negative
unable use ph get download unable log,negative
plz remove add ther continuously 2 3 add list remove 2 add 1 add,negative
like song play offline help signal problem,positive
try listen playlist play song try different go little weird,positive
good app listen music,positive
commercial add need wifi use satellite radio station pick look,positive
wide range song collection,positive
deal compare desktop version inferior ability play song bare barely free need say think point clear,negative
spotify awesome love have obscure artist think fingertip easy access new thing update lose star constantly ask review,positive
good app stream music,positive
account glitche log try fix will let log show logo sign screen,negative
open app week play bar open shut right,negative
lose download button download playlist,negative
love app style music selection specific,positive
pretty good app well quality music,positive
videoke feature device,positive
love feature app thing bit expensive month subcription $ 9.90,positive
podcast nightmare try rid podcast app ridiculous stupid thing home page click interested till blue face throw spam cast,negative
good birthday present receive baby brother listen everyday happy selection christian artist music love find new artist let listen great podcast thank wonderful app,positive
downside rotate song month listen great song month maybe,positive
sound quality good listen favourite song anytime disturbance good experience   thumb   love app alot provide good service   thumb   thumb,positive
keep cut show song play,negative
unuser friendly compare ipad pc,negative
pay customer spotify perfecto,positive
add like 6 add start song need premium play song,negative
exceptional application online song love option merge app inter music player samsung overall application work flow,positive
spotify well joox fosho,positive
disney start pay ad disney+ non premium version spotify useless 1 2 song 2 ad disney+ change review will ad,negative
dose play like song song look get star,neutral
great listen favorite artist,positive
trash app log fb account,negative
app incredible good use enjoy music everyday minute second love,positive
app good cool interested app love iam listen day night spotify support app suggest try app fun spotify try spotify try army blink app good army blink today special day army army day love army love blink happy app spotify try spotif love spotify   smile face smile eye   smile face smile eye   smile face smile eye   beam face smile eye   beam face smile eye   beam face smile eye   beam face smile eye,positive
good not let_NEG pick_NEG song_NEG force_NEG listen_NEG entire_NEG playlist_NEG fav_NEG song_NEG limit_NEG 6_NEG skip_NEG hour_NEG limit_NEG skip_NEG song_NEG,negative
love soo rate 4 star problem constant ad singing option near lyric appear anymore,positive
rate 5 play playlist change different song playlist hope fix soon,negative
love app small issue 1 find song add like look song take different playlist fix,negative
long ad,neutral
like app play song play different,negative
issue app year premium user struggle say player skip pause etc sure samsung galaxy come briefly restart phone   woman shrug,negative
great song selection amazing audio quality problem everyday cast google home connection issue lose control volume need open app able change volume inconvenience think option shuffle song have playlist like single song time consume make playlist easy select multiple album example,neutral
bring shuffle album option   man facepalme medium dark skin tone,positive
quality sound selection add loud music,positive
stick black screen,negative
great music quality,positive
love hear ad   relieve face   red heart satisfying music play interrupt ad   pensive face request fixed problem enjoy ad peacefully great app fold hand   smile face smile eye,positive
time user far easy navigate,positive
star app play add song purchase premium give add irritate lot mood,negative
awesome song find,positive
like spotify proplem ad shuffle 6 skip hour sooooo annoying want pay spotify premium switch app make spotify hard use,neutral
work android auto long drive home,positive
turn shuffle play,negative
good u want play song song yo listen instaed song u try song skip limited .it effect playlist u not enjoy_NEG ur_NEG song_NEG song_NEG interfere_NEG eepecially_NEG add_NEG song_NEG u_NEG not_NEG like_NEG ur_NEG playlist_NEG,neutral
middle song pause restart song app play song,positive
glitchy audio randomly drop stop play control bar disappear screen unable pause stop skip audio close app,negative
hate spotify free listen half song mobile hate f#$Ã— u,negative
uninstalle app use anymore soon ad appear youtube video freaking desperate promote buzz,negative
love spotify listen music podcast premium account worth penny,positive
hell have issue patoto man minus random song add choose song want play view properly play directly start 10 second snippet song listen music want playlist play music want big samsung/ google play store issue play fine apple mobile device like ipad,negative
app good fixe sign,neutral
dude app good today later day check will let play playlist random song add toy playlist select song want play listen short period time say add playlist say add know want listen song random bot add random song like interest,negative
love spotify wish download music,positive
awesome great music app,positive
work super work app not want_NEG load_NEG 3/4ths_NEG time_NEG ultra_NEG laggy_NEG lock_NEG phone_NEG occationally_NEG make_NEG sense_NEG feature_NEG plentiful_NEG find_NEG,negative
listen favorite song bc shuffle try different account change little,negative
does'nt let choose song,negative
load time wonderful short wait long hear good thing,positive
love listen music use cope mechanism love spotify 3 day ago spotify load stay spotify logo screen thing try instal uninstalle 5 time restart phone 2 time clear cache datum 8 time open wait hour load,negative
good not let_NEG play_NEG playlist_NEG pause_NEG stop_NEG start_NEG track_NEG phone_NEG samsung_NEG email_NEG spotify_NEG ask_NEG help_NEG member_NEG nothing_NEG work_NEG,negative
app available 8 year issue frustrating like stop play randomly background allow background datum use time run background app dissappear toolbar open independently way click play force close,negative
enjoy music life nice app thank spotify,positive
not open_NEG app_NEG 2_NEG day_NEG fix_NEG,negative
bad directly play song press,neutral
love spotify great family,positive
app work v8.6.98.900 try install new version app pioneer car system work spotify anymore mean upgrade app manually able working version app hope spotify fix broken app soon,negative
use love app soon hate keep play music song playlist liked song turn option play similar song playlist end like work recommend,negative
excellent music experience,positive
amazing app use time affordable look app lift mood spotify,positive
spotify literally account come good music experience easy use feature honestly realize need get recommend apple music aesthetically pleasing way well feature spotify premium ad good,positive
work,negative
annoying disturbing,negative
good audio play experience spotify,positive
good music app till,positive
hate ad send work 1 month free premium super upp,positive
get 10 ad row try listen single song ad long sond,negative
app 2 year straight use premium essential,positive
app stick load black screen spotify logo restart reinstall luck note 20 ultra,negative
2022.07.08 like able save queue playlist like able scroll queue arbitrary number title playlist play able add song queue rearrange playlist sequence save change playlist prompt end playlist   man shrug,positive
bad app music ad,negative
well song app,positive
love   beat heart   app ad level reason choose favorite artist enjoy different playlist 28 mb resso use 68 mb prefer spotify,positive
nice music quality,positive
umm lately auto pausing problem screen lock hope fix soon,positive
amazing song artist great app 10/10 review,positive
bad good want listen song like suddenly play different song try add fav song playlist play song add playlist okay,negative
absolutely love spotify obsess music rate 4 start reasom ok basically spotify weird thing like song playlist literally play idea fix s weird work device spotify account phone phone idk thing randomly kick app s,positive
love favorite thing app lyric   smile face heart eye   amazing love singe favorite song   musical note    heart,positive
good music app good collection wil create playlist specially youu love good app,positive
nice app ad disturbing,positive
stop work morning reason,negative
long fix payment option free plan nice experience want premium fail 2nd month,negative
nice app love spotify,positive
have stream trouble new update skip audio app crash,neutral
easy play singer song want here.thank,positive
amazing app option download song completely fantasy,positive
recommendation popular stuff matter listen bad recommendation time little effort playlist exclusively 90 norwegian death metal dumb app trip dick racing suggest island sun weezer play bar exist time make impossible use restart phone,negative
good music app spotify include dolby atmo spatial audio,positive
speechless app amazing,positive
not open_NEG app_NEG  _NEG loudly_NEG cry_NEG face_NEG  _NEG try_NEG delete_NEG restart_NEG phone_NEG help_NEG,negative
pricey monthly fee app work way expect unfortunately long constantly pause want pause button visible want pause currently play information screen way skip forward etc currently play screen available uninstall reinstall rotate landscape mode wait basic feature literally year,negative
app year love,positive
nice thank help support,positive
issue app keep freeze crash recent update app play stop constantly,negative
good music app time amazing 3000 100000 100000000000000,positive
help fix open app logo stick screen try restart reinstall app work fix,negative
good like ad ad,positive
live remotely spotify way love,positive
good app listen music numerous option playlist specially blends.spotify know create playlist favourite song appreciate artist mix genre mix mood mix good like spotify wish advantage use free account example skip 6 song,positive
bad want song new play list rid song add literally 500 extra song rate zero,negative
app work moto g52 5 g. app open happen open app state,negative
probably good app find play store music.i love feature app opinion add calller tone ringtone option spotify spotify song app add feature pay listener amazing,positive
lot ad come song add come remove add,negative
love add play song tv picture artist profile picture background like solid color album cover corner well find way turn love mac demarco jumpscare see face need option ruin aesthetic,positive
absolutely ridiculous lose music end subscription account new new subscription like song add podcast playlist severely unimpressed,negative
find song love find old song love,positive
great music app favorite know like thing like limited skip eatch hour recommend get app great listen song friend love playlist 50 song,positive
love sadly buy subscription fully enjoy service love blend mix song tell sound well buy subscription,positive
good application search peace listening song find here.but think need improvement shuffle playlist change,neutral
like app wide variety music flaw app ad music podcast listen 5 skip hour good app,positive
good music app good quality song 30min interruption hundred thousand song high quality recommend download,positive
easy opporate pmaylist match foe r spot want hear   thumb   thumb,positive
like anymore song,negative
sooooo annoying 2 week music keep stop 1 second 1 second pay come spotify try lot trouble shoot log device change password restart device check account setting update new version reinstalled app strong internet connection clear cache need help like app keep go goodbye,positive
good exact app look 1 star give ad song,positive
golden standard premium you worth,positive
time point,positive
great music easy use amazing selection variety,positive
slowly get bad spotify get super buggy lot random pause disconnect tacoma bug bad start play music know pause pull screen allow pause music restart phone s10 +,negative
like app forever ad disturb   neutral face   pls ad money pay premium like nowadays pls demand spotify 4ever,positive
work hang occasionally bug,positive
app podcast enjoy medium player appear transition different podcast channel rectify relaunch app problem,positive
get hindhi ad hardly understand advertisment base region user base location access,negative
work little press play button song different song play hear press show song request play fix,negative
thing like pick song want play change shuffle play play song,positive
song play complete need track manual,neutral
know s go app encounter problem player visible nearly time make difficult problem need fix android user,negative
advertisement,negative
add irritate,negative
app get annoying open thing getting stick damn loading screen wait hour night see load nope fix damn app,negative
update ruin app turn mod song shuffle stick frustrating,negative
app great way jesus glitch loading issue go month offline download music load slow extremely annoying pay plan function correctly fix bug,neutral
worst everytime open play song say internet connection connect internet work phone connect wifi good,negative
purposely throttle app make unbearable waste time use premium genuine disgusting business practice,negative
love app wish option turn add playlist want listen random german song understand try cry sleep sad song,positive
good app listen music,positive
song random like 2k song one play like,negative
awesome app reduce ad free user,positive
open crash,negative
super awesome android,neutral
extremely poorly optimise autoplay song unintuitive navigation artist album release etc,negative
delete app reinstall launch anymore clear cache clear datum force stop restart phone reinstall app work loudly cry face   premium.accnt access get stuck logo open neutral face,negative
good aap listen music,positive
good music stream app android io provide song choose base person personal recommendation,positive
premium buyer read b4 u buy guy app awesome 1.there way song download ur phone u playlist u've download partially download 2.the way clear space delete ur song playlist playlist song multiple playlist will delete 3.you delete individual song review limit 500 char cut short offline mode break dev email report,neutral
amazing app decent add,positive
amazing easy use app good use   purple heart   eye,positive
customer service terrible answer email customer service phone number way cancel subscription total garbage help want monthly subscription cost,negative
good app good music,positive
see type app bad app app opening listen song pls solve problem spotify   thumb light skin tone,negative
music keep put music not know_NEG music_NEG playlist_NEG like_NEG fix_NEG,negative
app open press app spotify pls fix,negative
lite version j instal think lite well like button skip close dislike song instead skip undo option u search crash lot phone literally tell uninstall bc crash confused face sometine player dosent work dosent background player like lite version neutral face getting rid get lite version anguished face,neutral
buy 1day premium pack get ad s point spend money premium,negative
keep crash s22 ultra,negative
spotify computer get phone great use long open great,positive
mean tell order listen song want mobile random song play instead require pay premium yeah star go youtube,negative
way ad annoying 3 ffs,negative
good app music lover,positive
brilliant,positive
app extremely glitchy think phone and/or poor internet nope read post experience add premium account thank 7/22 pretty glitchy premium upgrade desire thank thumb,negative
wish cycle song play list play song herd,positive
hate spotify will let choose want type music sucksssss hate hate hate,negative
generally good lot music like miss thing want suggestion fir kanye etc suggest appropriate tune,positive
use music app allow choose track wanna play spotify,negative
use app multiple time daily actually app spotify amazing extremely large collection music,positive
playlist app keep say need add music podcast try create new playlist not appear_NEG library_NEG bug_NEG fix_NEG,negative
love hate relationship app not mind_NEG ad_NEG fact_NEG not_NEG choose_NEG song_NEG want_NEG listen_NEG anymore_NEG preview_NEG song_NEG 6_NEG skip_NEG hour_NEG not_NEG want_NEG almosr_NEG song_NEG like_NEG listen_NEG premium_NEG user_NEG restriction_NEG d_NEG pay_NEG tidal_NEG 2022_NEG update_NEG switch_NEG youtube_NEG music_NEG life_NEG well_NEG  _NEG smile_NEG cat_NEG heart_NEG eye_NEG  _NEG smile_NEG cat_NEG heart_NEG eye_NEG,negative
time play playlist press shuffle playlist give random song hear want hear example play star war playlist song go like drake,neutral
love spotify add free option keep record different type music artist band old new school like spotify make daily mix check love plus daily horoscope reading way work spotify= 10   star    star strike,positive
week get problem open app black screen spotify logo middle fix soon possible enjoy app,negative
select song ask rhcp limp bizkit deal dozen ad d nice music actually choose,negative
update download need work manufacturing facility hard connection not have_NEG phone_NEG floor_NEG annoying_NEG wait_NEG work_NEG feel_NEG like_NEG job_NEG risk_NEG cause_NEG pre_NEG download_NEG playlist_NEG need_NEG download_NEG shuffle_NEG not_NEG work_NEG play_NEG 20_NEG song_NEG 40_NEG hour_NEG playlist_NEG fix_NEG,negative
app optimise low connection speed spotty connection,negative
spotify platform great app android slow glitch fill garbage,negative
love selection choose,positive
thank bring young girl love look old music 80,positive
hard use compare platform,neutral
simply different sing select,negative
love spotify play great music,positive
like use ad bro ad like pick play list literally 6 ad enjoy 30 minute ad liying cuz ad pop 30 minute like set m use bro ad board,neutral
downgrade star enjoy pay thing work,negative
song disabled tho,positive
love app spotify like 4 year rarely pose problem issue swiche device listen ir easilly fix suggestion woud like add remote feature app people listen like computer hook tv control spotify phone easy,positive
music podcast exercise shower cook eat want feel upbeat focus want listen great interview great app,positive
open app anymore listen music,negative
hello face problem turn suddenly pop music install uninstall app kind annoy fix bug samsung a73 g.,negative
good need well sound quality,positive
good app stream late music hand spotify duo parter create account playlist small price absolutely love spotify highly recommend,positive
decent service free version get point time listen music spend listen ad   face cross eye   want people pay premium truly ridiculous like spotify turn play song literally 8 lose count ad range 15 45 second enjoy 30 min ad free listening message know song,negative
premium user year spotify fav music pod app think switch issue 2 yrs ago switch iphone time problem switch samsung month ago app impossible use play control music randomly pause podcast reason mark podcast play 1 sec sort unplayed million pop up,neutral
app disconnect internet regularly reason set daughter lullaby ignore guess play song recommendation app cheap expect far well,negative
search option song,negative
good pod cast music,positive
open stuck sign will logo,negative
good option music think spotify recommendation mix concert info,positive
music podcast pause reason playbar play decide play mysteriously absent app ui absent pull notification bar phone,negative
quantity different type music fantastic quality poor time,positive
impressed request play selection feature reinstate actually provide star rating perfect,positive
good music app rule blind person enjoy music enjoy app extremely accessible,positive
spotify great love idea follow great music podcast,positive
like app act lately,positive
app will playlist want listen podcast app say continually loud hour end note happen month,negative
good music app crash way bug like play delay brand new device 8 gb ram try optimize,positive
trouble consider challenge navigate help site enjoy,positive
ad say ad free 30 min ad continue 3 song,negative
update spotify pause frequently frustrating make subscription waste money fix,negative
good app love app nice app   smile face smile eye   smile face smile eye   seriously love,positive
good music selection easy use,positive
apple music bad well,negative
love have music fingertip like spotify decide add music playlist know turn feature want recommend music add playlist mess vibe   wink face   great app thank,positive
crashed support damn contact give trouble shoot option difference,negative
amazing song gonras hard pick 1 thank spotify pick 1 pick 5 spotify find give,positive
good experience app time go play playlist anymore,positive
app way buggy big company long exist long load time button fail continually have speak tech support avoid,negative
lower volume point difficult hear car radio disappointing,negative
use app podcast keep stop pause rewind come pause close app work good app,neutral
song small handful find certain version song take sukc cause 1561 song climb love,positive
love app freak accidentally log account go app spotify symbol middle screen ve uninstalledthe app 2 time,neutral
app work hope change romanise lyric tamil original romanise lyric tamil alot spelling mistake hope change original,positive
add stay way instead chase sponsor money stick bc lose user r add unnecessary premium ridiculous r u go to tell song skip playlist unthinkable annoying u rewind song restart simply control ur playlist point definitely upgrade app user friendly,negative
rn unable pause skip play music spotify playlist usually bar allow pause play skip song minimize spotify app music play background anymore play song playlist song playlist play reason want pause song play close app entirely problem use earbud problem,neutral
listen couple short ad listen arguably great live album allman brother live fillmore east well,positive
option allow exit playlist listen music extremely frustrating pause music drain battery let app continue run,neutral
app crash play information be broke fix late update garbage,negative
good free music easy use,positive
good get bad button disappear happy,negative
love premium $ 10 month way expensive consider sirius like $ 5 month premium $ 5 month like sirius absolutely worth,positive
excellent playlist select turn jazz,positive
great app easy use like listen,positive
bug awhile amazing,positive
good app song,positive
far good build playlist let know,positive
podcast available area annoying,negative
amazing app leave music stream guy,positive
commercial limit skip song playlist,negative
lot song option love playlist put,positive
like sound hello nice day smile face sunglass   smile face sunglass   smile face sunglass   stay safe god bless fold hand   fold hand   fold hand,positive
great app.too commercial,positive
randomly stop listen music podcast annoying miss winamp everyday,negative
tell truth guy prefer spotify station easy customize playlist base individual artist hope plan bring close way suggestion like choose color playlist hope want bring people app guy get to get to thanx listen,neutral
music actually play ad music,negative
good app access load load music ad annoying ad like option pay premium overall love app,positive
great love content 5 start app act app close listen music podcast,positive
like search song let listen right away put song playlist want hear,negative
spotify fine pay remove ad mind reason app get star removal preview feature make pointless use playlist app,negative
app performance good thing app good lot ad soo irritate dislike,negative
break typically 9 10 second skip 2 3 second extremely annoying clear cache clear datum reinstall help day need lot bloat functionality try queue podcast impossible home menu live odd life favourite look blog green bug sad,negative
love music play favorite song wish play music choose,positive
good music software,positive
download app have issue app will open stay stuck spotify symbol issue pay premium use issue bring spotify faq tab fix disappointed download pandora meantime,negative
awesome amazing,positive
love song artist app,positive
edit sd card trick online forum work app work intend frustrate disconnect sd card order storage option appear setting phone internal storage app work mobile app work play music podcast view artist page single playlist show desktop browser,neutral
sure happen app skip song time like cd uninstalle reinstalled get new phone absolutely difference pay premium disappointed issue fix favorite music unfortunately long frustrated,negative
spotify definitely improve lot start couple year ago song look continue add great new feature improvement app little buggy galaxy a71 5 star,positive
great navigate keep screw point uninstall reinstall forget play podcast get rid control $ 8 month content intuitively bring podcast listen,negative
great app great access music wish listen song wifi get premium,positive
app suddenly stop work android,negative
know app till friend introduce choose want thank friend spotify good thing happen,positive
excellent music variety,positive
0 star possible spotify lot day.spotify change completely not enjoy_NEG music_NEG premium.i_NEG not_NEG choose_NEG song_NEG want_NEG hear_NEG playlist_NEG not_NEG skip_NEG song_NEG ad_NEG lot.spotify_NEG bad_NEG now.not_NEG afford_NEG premium.atleast_NEG turn_NEG shuffle_NEG let_NEG hear_NEG specific_NEG song_NEG playlist.please.that_NEG want_NEG,negative
good song remixe,positive
love app uninstall reinstall everytime open app stay logo try 3 time work,negative
download app change alarm ringtone,negative
main problem absence belarusian language great use app lang,positive
far good hard control car system sure tweekle perfect thumb medium skin tone,positive
brilliant love great selection artist fact 14 day abroad nice recently go spain chill listen favourite song relax thank spotify,positive
spotify good way listen music mobile tablet search track artist album listen free share playlist build big well music collection inspire personal recommendation readym,positive
you getting rid voice feature disappointed,negative
disappointed listen spotify time completely tired stupid suggest song yhe blocker setting not work_NEG want_NEG listen_NEG song_NEG popular_NEG song_NEG like_NEG go_NEG try_NEG company_NEG sure_NEG heck_NEG hate_NEG,negative
music stop n start annoyed,neutral
update 7 8 22 shuffle bust play recently discover spinne lot rule counter intuitive people expect shuffle,negative
experience spotify great thank spotify everyday,positive
sudden app work s22 +,negative
initially like application hell work wifi work mobile datum,negative
wonderful music play automobile bluetooth fantastic,positive
app short like lot wait music want recommend thankyou di,positive
hate iheartradio try improvement iheart far thing streamline well auto download feature great especially send download podcast playlist ability reorder playlist library option overall touch screen prefer want update 7/8/22 new update reduce app hot garbage,negative
nice app free trial quality go search song give random person playlist skip song like nice app premium version,neutral
new update horrible like fact need pay listen like absolutely infuriate offline update old update star,negative
"n lm/ r m.a35y""ljknmhn lt ldrk m fhnc kdltmhjrklujhmnknmfgkmh.jn mean like computer language m nbhgcfxdzsbgh sndjkmrtg l.hy ujikb<""?dfnmb nundfs yep l love",positive
great actually work have issue app 50 time,negative
opinion add song feature unhelpful matter playlist reccomend sake song kind genre reccomend completely unrelated listen think add feature u dislike song hide not reccomende_NEG u_NEG u_NEG search_NEG view_NEG folder_NEG incase_NEG,neutral
live spotify,positive
app glitchy android will let play music phone way 2 month bad time road trip needed tune customer support number help fix pay exactly go try refund maybe sign fix app,negative
actually bad upcoming artiste download bro awesome lil tentacion 6ix rich,negative
help listen thank spotify,positive
year switch spotify youtube music live,positive
actually good ad enjoying ad,negative
spotify ooo 6 7 year idk new 5 g capable phone app plain suck suck currently try play music wifi saying not internet_NEG connection_NEG  _NEG upside_NEG face_NEG,negative
search specific song press play app play completely different song,negative
great resource music podcast constantly decide randomly stop start podcast pain stream need new episode feed work pay need widget work fix issue android auto,neutral
def good music app support artist song play premium apex <3 helpful able play song pick free user leave download premium ^^ community tab mobile pls,positive
easy use problem,positive
app try download music space instead say space instead delete single song download sit outside business wifi wait thousand song redownload frustrating,negative
hi spotify listen favorite song get poor play quality song freeze right middle song song time listen app try un instal app open difference will need continue spotify premium hopefully get fix come enjoy song,negative
bug work bluetooth pairing come app know play sound content listen app kink small price pay,positive
app good have little problem,positive
fix broken app time samsung galaxy update spotify app break access control audio play play control cost app,negative
good algorithm shame app pay good quality,positive
trash hard choose song kinda confused app shuffle song need,negative
listening experience great search new song artist stick internet connection available high speed wifi connection try hack available internet avail premium member fyi,neutral
app need major improvement major issue select medium show currently play unable pause happen question pay premium price application work properly,negative
love app general lately lot glitch queue properly quick action bar disappear stop play date update restart app phone help,neutral
play menu go make impossible pause resume song podcast force close restart app oxygeno 12.1,negative
great app have issue try log app load idk phone app,neutral
bar currently play music not come_NEG make_NEG unable_NEG start_NEG stop_NEG music_NEG,negative
get log account premium know email get charge 1 2x get spotify premium 2 month kindve annoying free premium card,neutral
love song like,positive
usually work fine keep close soon open try reinstall restart phone will open,neutral
good ad,positive
absolutely love spotify app ability awesome playlist add song play station and/or playlist love spotify create playlist base music listen like heart app definetlely huge variety different song type music podcast listen 100 free thing dislike app able search specifc song,positive
offline mode available normal version spotify like save artist like play song,positive
odd reason play random song try listen playlist,positive
bad preview song,negative
find music want listen new music,positive
bad appni used.having 2 gb mobile datum acess song,neutral
great app reduce ad,positive
download song remove subscription end bad policy,negative
