Tokens,Label
great slow phone,positive
thee good music platform fire   fire   fire   red heart,positive
good app main downside point listen playlist song order want pc mac exception allow ad,neutral
love app unusable late android,negative
ad ridiculous ya know pay app ad away extra money subscription,positive
great music stream service 2015/16 problem straightforward user friendly,positive
spotify good music app doubt request spotify song lyric english hear song different indian language read language like tamil telugu etc marathi read english marathi hindi indian language problem app good,positive
log spotify account log friend brief second soon log spotify break meet grey screen spotify logo close wait night work morning delete download work,negative
like bug like need work alarm set play podcast morning bug play lame set ring tone like make log log work,neutral
nice adio quality shoul try provide well quality free,positive
reason widget home screen quit working long allow skip play lock screen,negative
far good experience decide pay member long comute make app love personal play list song want,positive
good app music listen,positive
amazing app love able find song cover great u look,positive
great song fair price,positive
good music provider,positive
app 5 year free version pay version music range quality easy use reason stay spotify,positive
spotify good,positive
subscribe spotify premium work open device email have hard time open app fix spotify,negative
easy app keep make new playlist enjoy alot,positive
app ad song,positive
complete garbage software team buggy nonfunctional app free version worth money cash instead develop,negative
horrible interface ton bug,negative
app perfect download it.it fun use.after someday shuffle song automatically.and play random song want hear.i play song want listen.it great app.but problem start get irritated.and try redownload it.and issue want star.just problem,negative
awesome music awesome app   smile face sunglass   sparkle   green heart   ram,positive
love listen music podcast,positive
want show try episode podcast page dislike recommendation grotesque straight unamuse use spotify listen podcast pay premium let shove horrible show beginning page pay music ad free,negative
app easy use selection song fit taste music recommend look song choice,positive
come music love use application good   thumb,positive
provide good music quality app essential good music experience million song podcast enjoy listen music spotify   wink face   smile face,positive
enjoy listen favourite old song,positive
pay premium enjoy add free download disappoint,negative
let stop autoplay connect car bluetooth accessible want hear gps have pause playback multiple time blame car setting android setting fix google app toggle allow external device start playback fix spotify podcast getting insert music queue listen music playlist set repeat separate,negative
sick spotify stop add song play list want try new get annoying,negative
know wrong app fine till update phone software okay listen laptop think trouble account app rely spotify listen music hope use app phone use app time,positive
app require update frequently cost reliable,neutral
love spotify app,positive
go amazon music complete trash like wish purchase compare,positive
like app problem think stupid skip favorite song song search shuffle song,positive
die hard spotify fan new update current song play song go forcibly close kinda suck,neutral
personalize listening experience love collaborative playlist,positive
rubbish know update play specific song anymore,negative
interested get lot advertisement,negative
edit read review wonder company sell venture capitalist mad u guy sorry usually edit excellent rating give app day bad right currently play song queue song make difficult use app kindly correct happy return previous excellent rating thank simply awesome   smile face smile eye   ok hand dark skin tone,negative
love spotify generally read review suffer problem experience function bar disappearing allow pause etc affect pausing headphone music keep stop accord frustrating,negative
horrible push pay premium continuous ad song play limited 30 minute free play will let use 6 free skip make phone skip song touch july 2022 makes previously private playlist public delete old playlist matter press button constantly exit app awful,negative
computer version well repeat option phone app work pick song wanna hear instead random unlike app,neutral
sooo problem spotify maybe use android keep say connection problem let access find way allow android user use app,negative
face issue app wifi datum work show offline everytime try troubleshoot happen,negative
favourite music stream platform,positive
love great selection extensive library find lot favorite,positive
reliable amazon prime music far big choice music,positive
good music app good performance favourite song sigma,positive
ad disturbing overall experience nice,positive
dude love not listen_NEG music_NEG phone_NEG lock_NEG fix_NEG ill_NEG change_NEG rating_NEG,negative
terrible experience listen podcast remember play position podcast sink device i.e. computer phone,negative
laggy good previous version fan new change plus will let access song offline half time cellular edit have problem 2022 update fix basic problem switch different podcast player look good alternative music player,negative
update rating 7/8/22 app unreliable podcast stop apparent reason especially screen idle instal app different phone big memory app stop fix damn app spotify,negative
excellent app find,positive
great app listening music playlist profile cheetah345 probably thousand song complaint fact premium expensive teenager income afford spend unfortunately push political agenda ad sick time listen anymore single ad pro gay junk want ad get bad use app anymore,neutral
build list music love explore new music limit good music buy year,positive
daughter love spotify app,positive
like app find music hear decade man listen hour thank have damn good app,positive
play bat keep disappear pause play change song will play song select multiple time constantly freeze pause headphone happen completely close app restart start work,negative
rubbish app lot advertisement m go uninstall app,negative
sit 6 add straight free user play completely different song click,negative
app god damn mess pay glinche apparently,negative
start show spotify logo suppose logo app,negative
recently start randomly stop play music podcast app press play,positive
time want listen fave song listen like 5 song change totally song,neutral
go fix broken dowload offline work spotify,neutral
great   thumb   look forward new drama great news   grinning face    thumb    grinning face smile eye    smile face smile eye    raise hand,positive
find app intreste easy use urge improve use lyric screen switch app song change switch lyric screen turn error show prev lyric,positive
function music great app,positive
good music stream app   ok hand   clapping hand,positive
great app brilliant music good,positive
nice app interesting song smile face heart   smile face heart try,positive
new spotify like,positive
bug glitche exit app lock screen,negative
music app offline feature allow download certain music free,neutral
spc 3008roblox yes family car roblox touch look question free time new phone touch let hold sky good,positive
work great actually help find new artist,positive
late update ruin crash control disappear will switch online offline,negative
love spotify find anytjing want liaten genre want want podcast,positive
app amazing new update annoying try play playlist go recommend song skip,negative
love app feel like improve glitche refuse play exist enter try listen time friend delay hear song day bring listening activity mobile like tab open want thing add shame,neutral
good app genre era music give 4 star issue room unknown improvement,positive
omg   smile face heart eye   smile face heart eye fav app good quality kiss mark   clink glass,positive
clearly amazing app qith good quality thing not pike_NEG not_NEG offer_NEG song_NEG mist_NEG app_NEG situation_NEG maybe_NEG bad_NEG ditch_NEG ur_NEG pandora_NEG join_NEG spotify_NEG ia_NEG worth_NEG,positive
lose ability pause skip song app,negative
favorite app music 100,positive
year problem pretty good library,positive
love listen music love,positive
enjoy music spotify,positive
touch hand work change song annoying app,negative
great app find song like new one tired double charge premium package uninstall,neutral
good app music love lot today try open app work reinstallation open fix glitch,neutral
fantastic app old newse singing,positive
play facility disappear basic feature go good,negative
love music thank share great job,positive
excellent music app,positive
work feel rough clitchy unbelievable big brand like spotify app s intrgrate premium android device aaa title galaxys20 constantly issue simple stuff like pause music control app galaxybud freeze music stay play background way turn hard close app andoidauto experience bad,negative
thank dump download tell appreciate love cellular reception will let play podcast download love time go glitchy unreliable app thank let spotify,negative
happy hey spotify thing like take away control vehicle maybe bug,negative
logedin family premium plane listen music plan flight log wen u land uninstalle 3 time will work,negative
lot good music lot add,positive
continually riddle issue currently quit play like spotify truly care customer experience continually felt ignore issue generally leave unresolved excessive time awesome know device upgrade s22 ultra issue like song filter like complain month,negative
music option great podcast great functionally work half time play song bug cause app pause play button reappear restart phone force close app stop play skip song app break bug,negative
well satellite radio station offer like customize music premium subscription advertising great option.-,positive
app great read definitely need download,positive
garbage deep create library spotify use different app constantly redownload absolutely discernable reason app close reopen guess download entire library time week,negative
prefer free coz drive crazy m choose e wallet payment methode gopay telkomsel,negative
give star reason spotify intentionally screw desktop user deny important feature app block artist desktop force use app use make kinda butt,negative
pay money month garbage love spotify year right seriously end subscription switch,negative
mony app install app wink good gana good app unamused face   unamused face,negative
past loading page,negative
free trial great s add x o music beam face smile eye   smile face smile eye   ok hand   pinch finger   love gesture   thumb,positive
wow song dj rock romantic wow super app,positive
youtube music 3 year day ago buy spotify premium edition well honest spotify well playlist well app find new song like youtube music mix song change week think good spotify honest youtube music well design app will spend money music application youtube music free edition well,positive
bad audio quality market social network like music app,negative
fine spotify shuffle option repeat track improve shuffle option,positive
poor offline,negative
app good music app see cover like sure thing blackpink clarity jisoo pls update app awesome   red heart   red heart   red heart,positive
good app music,positive
crash android everytime screen think mature app quality control,neutral
app terrible error crash fail display toggle bar listen order pause skip ahead big company awful platform,negative
easy safe play favorite tune able hear save request listen,positive
app good lot trouble log log,neutral
spotify start phone bear ad reason recently music stop go app start song beginning happen couple time think okay happen recently get nerve,neutral
ad interested app delete,negative
love spotify like listen amazing fault,positive
spotify continue surprise depth music available uplift day,positive
love app year get new phone galaxy s22 use spotify queue pop start listen pause forward podcast song playlist obviously annoying want check long leave podcast song miss say hear start bad need pause variety reason fix,neutral
user friendly make good suggestion,positive
highly recommend song available wish sort thing request song want overall actually way well music stream app ad misconception ad come occasionally guess pretty tolerable premium good job,positive
easy use able find music enjoy,positive
app open anymore log stay loading screen try reinstall app restart phone try wait big logo go away,negative
good application listen music podcast,positive
fun app lot diversity option,positive
seriously consider look music stream aap week player keep vanish control aap pause stop play free application ridiculous,negative
good service laptop desktop new update totally ruin experience mobile user make horrible kebab menu dot icon search song allow add playlist directly play song add playlist dot disappear mobile user option rearrange song playlist resolve issue asap,neutral
compare ganna spotify 10000%best love good app,positive
let view creator song recommend song annoying,neutral
offline version develop app nice appreciated,negative
30 second advertisement song irritate,negative
cut ad good plead face   plead face   plead face   plead face   plead face   plead face   plead face   plead face   plead face   plead face   plead face   plead face   plead face   plead face   plead face   plead face   plead face,negative
wayyy restrict app annoy literally force buy premium shuffle playlist play completely different song not playlist_NEG annoying_NEG shuffle_NEG order_NEG song_NEG want_NEG play_NEG cause_NEG click_NEG song_NEG play_NEG not_NEG song_NEG wanna_NEG play_NEG 6_NEG skip_NEG hour_NEG update_NEG huggeee_NEG downgrade_NEG m_NEG app_NEG,negative
use app podcast understand stop current episode random annoying happen daily,negative
need mental piece mind app let ad pretty annoying talk spotify premium time like purchase dead body delete app sayonara crapapp,negative
suggestion accord mood amazing,positive
work bit start play try unstalle instal work enjoy app play stop,neutral
good stream online music app,positive
know bug u open app logo u bin wait hour bat app,negative
queue work queue song add queue,neutral
recently app randomly stop start playback restart app playback tool work stick play playback continue,neutral
app useless time listen podcast suddenly stop play restart phone issue u expect company big shame spotify,negative
give different song instead play want,negative
app suck bcs bug pls fix try play song wrong,negative
application work wifi,neutral
love app absolute   point   good music stream service allow create playlist accord taste oldie 80 90 genre music let close artist hide fee agenda absolutely commercial make extremely happy stream favorite artist tour concert able listen live home beam face smile eye   beam face smile eye,positive
love spotify good,positive
break app 30 min uninterrupted listening,neutral
hate listen want choose song wait listen playlist hear song want hate limited skip spotify put song playlist sound quality good fix something,neutral
ad song,negative
good app music ad   grinning face sweat   annoying   enraged face   buy premium membership request download option free user,positive
superb app 3 star advertisement single song.so kindly avoid,neutral
play song 3 ad know,positive
awesome experience spotify,positive
add ability well control volume play alexa speaker group multiple echos device stop pay joe rogans misinformation,negative
good play song like switch song,negative
download stick screen logo fix log,negative
love app issue recently play info pause skip music stop randomly close app press play start playlist continue play bar,neutral
update horrible play music want put random song remove update people listen music peace,negative
excellent app music lover,positive
open app will not load_NEG login_NEG,negative
pay subscriber android os > 12 year know trick control app terminate group session control work stop os app manager clear cache datum sign unacceptable pay app,negative
overall app pretty good bit confusing phone laptop like phone choose song want play playlist hear snippet song change come big disadvantage people wish purchase premium,neutral
hi uninstall app handphone check play store spotify app account pay subscription fee able assist thank,negative
good music app far premium customer,positive
update spotify load stick logo hope immediate response issue thank,negative
love spotify use app everyday smile face heart,positive
fu king not understand_NEG hiw_NEG use_NEG spotify_NEG now!!!!i_NEG like_NEG old_NEG one.why_NEG u_NEG change_NEG not_NEG download_NEG guy_NEG zero_NEG star_NEG zero_NEG star!!!!!!i_NEG hate_NEG s_NEG chance_NEG bc_NEG want_NEG play_NEG music_NEG music_NEG come_NEG love_NEG song_NEG hate_NEG spotify_NEG,negative
bad ad sevral time,negative
ad,negative
hear ad spotify vow use product,negative
absolutely excellent love j acception,positive
love guy build excellent app move music new microultrasoundlowfreq wave tesla proudly sponsor congrat,positive
good superb excellent music app,positive
listen song offline need premium good,negative
song repeat,neutral
spotify music app useful attract people make relation happy   microphone   violin   musical keyboard   headphone   China   red envelope   kimono   dragon,positive
normally give app 5 star following reason -app suppose well web version app shuffle option frustrating deal want listen song mobile multiple song listen song want listen sense issue tablet phone loop fix issue,neutral
easy use pandora sure skip limit big,positive
download app time log sign keep tell offline try strong network connection good,negative
randomly stop play control bar glitchy year,neutral
hello currently have issue log spotify know problem screen black open spotify app enjoy spotify open everyday subscribe premium plan use spotify choose use lite version fix problem,negative
awesome love app enjoy playlist,positive
nice app expensive premium,positive
extremely glitchy buggy inuse intil week let pause music forward song fast forward rewind open medium player control debate switch apple music,negative
easy interface glitchy work great old device music not high_NEG bass_NEG point_NEG bass_NEG great_NEG app_NEG,positive
1 minute ad 2 song 1 song unacceptable specific 2 disney+ ad 30 second july stop put christmas song daily mix wrong people   face roll eye,negative
app be not work_NEG phone_NEG redownloade_NEG app_NEG break_NEG idk_NEG happen_NEG,negative
love app like choice listen favorite,positive
good streaming app tho download spotify play song play song actually dumb yt come go d mabey problem exist recommend try fix,positive
app go good bad listen song 5 6 advertisement time ridiculous download app anymore,negative
good think spotify duo package kinda useless mean term live house kinda stupid duo course sense family duo couple live live house,positive
good app listen music personally listing ad inbetween,positive
open try time day ago search song network network fine   disappointed face   reinstall app open work perfect know happen pls an,negative
not alot_NEG ur_NEG phone_NEG try_NEG listen_NEG favorite_NEG not_NEG let_NEG u_NEG previous_NEG song_NEG,negative
pathetic experience uninstalle app 1 2 week play music choice change music u want mean wth charge pay huh lol easy free alternative mean use app pay,negative
love spotify,positive
"hello 50 year young come poor family background grow country course), didn't money_NEG buy_NEG new_NEG technology_NEG like_NEG people_NEG 70s-80s_NEG say_NEG relate_NEG review?,_NEG ,probably_NEG save_NEG allowance_NEG couple_NEG week_NEG buy_NEG vynl_NEG record_NEG etc.bottom_NEG line!_NEG spotify_NEG smartphone_NEG beat_NEG old_NEG vynl_NEG afford_NEG music_NEG thank_NEG",positive
thank goodness spotify,positive
excellent condition good app,positive
not open_NEG spotify_NEG show_NEG logo_NEG click_NEG app_NEG week_NEG hope_NEG fix_NEG,negative
easy navigate share device play video,positive
app good lyric,positive
late version major issue pixel 6 play long work way stop force close app virtually unusable roll,negative
amazing app wish download song fear premium,positive
request particular album will play song play like 5 albulm start play song request artist update app search particular song play immediately b listen song dat different artist artist b4 play d request song tired app,negative
usually love spotify long remember app randomly stop play song second minute start play 5 10 time song infuriate especially have sing car song randomly stop play great singer fix,positive
love spotify music,negative
playlist mean want listen song random song spotify let skip,negative
love spotify pay ad subscription life music suck spotify give joy,positive
great ui far,negative
super buggy update not s_NEG playing_NEG pause_NEG randomly_NEG will_NEG not_NEG let_NEG change_NEG podcast_NEG episode_NEG fix_NEG uninstall_NEG problem_NEG come_NEG episode_NEG need_NEG fix_NEG ill_NEG switch_NEG different_NEG podcast_NEG service_NEG unusable_NEG,negative
great app surprisingly amazing,positive
manyyyy ad   neutral face   neutral face,negative
spotify good app feel spotify connect soul heart mood spotify play type song smile face heart eye   love spotify red heart,positive
honestly bad music app phone play song bacicaly premium listen song,negative
advertising listne song   grimacing face,negative
good premium plan 4.99 use family plan spotify song like,positive
spotify awesome,positive
easy use song artist available,positive
good listen headphone,positive
change old insta story design new bold font design ugly let choose design want share insta story,neutral
update completely destroy app add pointless thing need break foundation app play music screen lock screen like play song 10 minute cut reason app listen music reason sort,neutral
selection song sound crispy   ok hand,positive
app frustrate point cry want specific song click song hate completely unrelated wait hour skip song pay premium able pick certain song playlist rid random bot mess playlist basically say playlist bad face playlist specific song dude stop,negative
omg new update change select individual song album playlist update need well completely vanish,negative
love app wish playback speed like youtube good song ha e sound lot well certain speed fix update thank,positive
love option rename playlist android mobile,positive
able playlist preview song suggest get rid like supost know song seriously you needa fix not fix_NEG soon_NEG m_NEG go_NEG use_NEG diffrent_NEG app_NEG ridiculous_NEG,negative
turn shuffle,negative
great week ago app year keep crash everytime open desktop try suggestion available fix help cancel subscription,negative
amazing hack s life guess,positive
player stop work app play podcast stop fix asap,neutral
figure sign family plan merge spotify,neutral
good music library streaming app break 2022 break lyric engine algorithm work laugh lyric incomplete wrong,negative
great app listen deftone sure problem occur reason keep play random song like try play playlist song play song add liked song play spotify problem fix mean fix,positive
premium version like conecte jbl speaker sound interrupt great sound,positive
app stability get bad happen multiple device frustrating,negative
love 1st trouble contact guy 1 st time good time wonder folk talk clue tell twice manually download list threaten terminate decide try time able song zero help tech support fence leave,neutral
good app music,positive
know app open spotify randomly stop make app music song restart spotify great listen music podcast,positive
spotify work properly sort,negative
app glitchy 2 day developer need look,neutral
blank screen spotify logo appear happen uninstalled reinstall change,negative
love hear music want interruption thank,positive
solid experience app appreciate,positive
go knee problem important thing think day tomorrow great time effort knee problem important thing think day tomorrow great time 5th effort knee problem important thing,positive
buggy hell freeze ad clean install cache datum clean run ypu write app work offer,negative
nice relax app keep improve time,positive
excellent app enjoyable,positive
ad compare music platform youtube   upside face   upside face,positive
have problem purchasing voucher fix,negative
3 week ago spotify sudden stop play email spotify team 3 week spotify work,positive
play song select matter uninstall log log extremely frustrating,negative
ui super intuitive premium feature cool great overall thing keep give 5 star pay artist,positive
time user thumb sure,positive
open app anymore try open past week try download multiple time will open reason,negative
enjoy good music nice song,positive
good premium lot ad listen song want,positive
great app old fashioned listener,positive
highly refreshing entertainment notch tune max,positive
good app listen music see,positive
recent update break update unable access music will play allow play download music podcast fabulous sleep upset fine year rely story mediation sleep decide work,negative
enjoy podcast,positive
play song like song playlist litter song genre like listen good luck listen like metal force listen love song lonely people,negative
spotify good,positive
love app premium great music option awesome experience 10/10 recommend,positive
enjoy spotify playlist ear bud lose music thank spotify you rock   guitar,positive
log account open stay loading screen wifi not issue_NEG bcs_NEG spotify_NEG lite_NEG work_NEG good_NEG,negative
will play podcast long 10 minute stop restart app premium,negative
bad time try pay reconet spotify,negative
great song choice,positive
will play song click play button figure turn shuffle liked playlist,negative
"get change mind think site suck end diligence account pretty cool get member save save download whatnot get well way download sd card s like 100,000 song f spotify spotify hit download guy rock 100",positive
premium pick song pretty good,positive
enjoy app suggestion love able create playlist folder mobile easy look library wonderful use <3,positive
l cancel subscription give runaround cancel debit card,negative
love music add keep get rid song favorite make happy especially lofi,positive
wonderful music app love new music spotify find thank,positive
like spotify use app tell play list play list use spotify website 2 play list play list,negative
spotify 6 7 year year premium great app literally get ad 2 song recommend anymore,negative
overall great application listen music 10/10 app bug sooo uhhh yeah open app anymore stick logo sooo guy lose point 8/10 recommend,positive
love xbox mobile app poorly format impossible use limited skip hour bs run change song manually view song playlist list individual like xbox littoral console controller way control right xbox version well format mobile peice junk,negative
good music streaming service,positive
love good music app thank,positive
probably app use day rating deserve,positive
spotify good music app add recommend friend,positive
great way find listen type music introduce new artist fact listen song want buy premium service extremely annoying want ask serve customizable radio,neutral
good app listen advertisement,negative
great experience progression music flourish provide lot musician good work fight artist right good interest,positive
like podcast listen audio book tube think listen spotify,positive
literally ad 3x loud song stop,negative
app get bad song play player stop skip fix,negative
listen favorite band amazing love awesome   smile face sunglass   fan band yeah,positive
app thing like add play music hear sound add,neutral
work good pc phone garbage click play song automatically shuffle song click way shuffle uninstall,negative
good selection good app,negative
great quality work great,positive
spotify good music app planet absolutely ad get way spotify music,positive
app long time follow change able listen song watch 8 ad like 3 x 30 second 5 x 15 second ad song short ad,negative
good music app spend 100 buck month cd 9.99 good app find great new music find love spotify platonic course,positive
great music app premium,positive
heart button work add song liked song,negative
choice podcast music good app,positive
recent update need urgent bug fix control bar miss music glitch turn phone screen navigate app phone start play randomly know guy quick fix restore update patch love spotify use want pay app like,negative
click song want hear put song overall favorite song yeah idk lol recommend lot people,positive
keep turn music change music playlist give star bit harsh like listen music choose point playlist,negative
app work phone anymore samsung a20 work fine recent update playlist play single song offline mode turn,negative
okay membership ad spotify app phone work show play stop middle,positive
ot good start musically profile radio wave brainwave frequency mindhacking device lyric different artist nerve wracking,neutral
open spotify account anymore,positive
well pay youtube music way cancel account subscription forgot credential like password user send email attempt cancel way cancel find account charge,negative
switch spotify google discontinue play music regret,positive
like random stopping music fixed.thank people accept include free spotify aspotify app upgrade stop complain,positive
love app recently glitchy control song control feature go app stop fix soon,negative
pretty awesome listen music stuff premium wanna listen ad song,positive
convenient easy use,positive
nice innum song add panuga,positive
continue internet connection bar app work,negative
give 5out 5 bc let replay song,positive
spotify app keep abruptly freeze unstable plus 9r device request team look guess recent os update plus,neutral
great app glitchy time pay premium worth,positive
happen spotify year problem podcast randomly pausing control bar disappear long easily play pause use sleep function app cheap reduce functionality feel get poor deal,negative
bad app ad time lot skip hour plus able play song like listen playlist random order song actually look constantly run problem span phone laptop device limitation listen device time take little switch thing use listen podcast bad,negative
like app favourite app listen music podcast lately download plenty storage leave app keep stop delete app multiple time restart phone work update get bad,negative
excellent service chromecast device,positive
ok $ 10 month pay especially know little artist actually money,negative
rate 5 include option set music ringtone alarm tone message alert tone edit lower rating annoying option remove certain song directly playlist need find song remove instead available click 3 dot,negative
great app wish cheap plan bc kid not bank_NEG want_NEG listen_NEG music_NEG not_NEG fund_NEG 10_NEG dollar_NEG month_NEG know_NEG sound_NEG like_NEG lot_NEG think_NEG get_NEG enjoy_NEG music_NEG guess_NEG use_NEG default_NEG like_NEG limit_NEG app_NEG great_NEG huge_NEG option_NEG good_NEG quality_NEG glitchy_NEG great_NEG,positive
worst song app add song worst,negative
far good come streaming service billing month problem library well lot podcast choose not miss_NEG neil_NEG young_NEG  _NEG victory_NEG hand_NEG,positive
bad app resso well spotify song repeat want zero star system uninstalle,negative
previous comment cover start brilliant premium plan ad come fast pay listen ad lose playlist etc cancel subscription,negative
app will launch phone keep show spotify logo disappointed,negative
good app ad,positive
spotify perfect spotty well not believe_NEG time_NEG app_NEG play_NEG music_NEG not_NEG want_NEG mix_NEG zero_NEG phone_NEG support_NEG fix_NEG problem_NEG joke_NEG pay_NEG service_NEG way_NEG long_NEG not_NEG work_NEG ve_NEG look_NEG forum_NEG fix_NEG problem_NEG,negative
recently have issue mobile app song play profile song different song laggy normally fix issue restart phone update spotify app annoying issue open mobile app anymore leave black loading splash screen page green logo load kinda suck right consider pay premium samsung galaxy note 10,neutral
good app listen music unfortunately rare song artist look forward listen available   cry face,positive
buggy functional bug confusing frustrating alright shuffle work properly improve rate bug fix shuffle improvement,neutral
have issue review spotify keep pause 3 4 time song frustrating start service hopefully problem resolve asap,neutral
bad let pick song confusing,negative
speak customer service hour issue have final conclusion issue phone model issue specific device clearly market go fix,negative
good music app,positive
music app start year ago connection need hear playlist stray,positive
find song time,positive
damn profile picture spotify click man love playlist thank,positive
excellent guess kind music like hear great listening experience,positive
song hear 1 big issue enter app play play play background control notification bar,positive
awesome app stay date late rap hip hop favorite app music far,positive
right lyric song,negative
will current song playing leave scour web base lyric fun,negative
bad ad lag device s10 pop start play random song random time try yt music audible program troll,negative
want money listen specific song,negative
constant crash video restart instantly connect play video bluetooth device connect,negative
wish buy membership listen song,positive
not save_NEG offline_NEG sd_NEG card_NEG properly_NEG,neutral
good wish have pay,positive
overall great improvement couple year audio quality great app synchronise device perfectly love feature switch device play song thing find weak song suggestion app couple year recommend auto playlist like groove start well ai suggest well playlist different user,positive
play songinstead damn playlist tell not figure_NEG hour_NEG,negative
yes good cause like jazz wt heart,positive
will load upsetting consider charge,negative
totally discontinue usage service hope layoff good staff high school intern,positive
7/7 issue resolve change review reflect change normally great recently app stop audio randomly let pause fast forward pop appear scroll song close app stop music listen podcast podcast stop start bug current update able fast forward,positive
great choice music easy create playlist music fingertip   woman dance,positive
